participant_id,condition,session_mode,participant_group,baseline_recall,recruitment_wave,site,retained_7d
p_003047,retrieval_practice,lab,undergraduate,high,early,west,1
p_003048,rereading,lab,undergraduate,high,early,east,0
p_003049,retrieval_practice,remote,community,low,late,west,0
p_003050,rereading,remote,undergraduate,high,early,west,1
p_003051,retrieval_practice,remote,community,low,early,east,1
p_003052,rereading,lab,undergraduate,low,late,west,1
p_003053,retrieval_practice,remote,undergraduate,high,early,west,0
p_003054,rereading,remote,community,low,late,east,1
p_003055,retrieval_practice,remote,undergraduate,high,early,east,1
p_003056,retrieval_practice,lab,community,low,late,east,0
p_003057,retrieval_practice,remote,community,high,late,west,0
p_003058,rereading,remote,undergraduate,high,late,east,0
p_003059,rereading,remote,undergraduate,low,late,east,1
p_003060,retrieval_practice,remote,undergraduate,high,early,east,0
p_003061,rereading,remote,undergraduate,low,late,east,1
p_003062,rereading,lab,undergraduate,low,late,east,1
p_003063,rereading,lab,undergraduate,low,late,west,1
p_003064,retrieval_practice,remote,undergraduate,high,early,east,1
p_003065,rereading,remote,undergraduate,low,early,east,0
p_003066,retrieval_practice,remote,community,low,late,east,1
p_003067,retrieval_practice,lab,undergraduate,high,early,west,0
p_003068,retrieval_practice,lab,undergraduate,high,early,east,0
p_003069,rereading,lab,undergraduate,low,early,east,0
p_003070,retrieval_practice,lab,undergraduate,low,early,east,0
p_003071,rereading,remote,community,high,early,west,1
p_003072,retrieval_practice,lab,undergraduate,low,late,west,1
p_003073,retrieval_practice,remote,undergraduate,low,early,west,0
p_003074,retrieval_practice,lab,undergraduate,high,late,west,1
p_003075,rereading,lab,undergraduate,high,late,east,1
p_003076,rereading,remote,undergraduate,low,late,west,0
p_003077,retrieval_practice,remote,community,low,late,east,1
p_003078,rereading,remote,undergraduate,high,early,east,0
p_003079,rereading,remote,undergraduate,low,early,east,0
p_003080,rereading,remote,community,high,late,west,0
p_003081,rereading,remote,undergraduate,low,late,west,1
p_003082,rereading,remote,undergraduate,low,early,east,0
p_003083,rereading,lab,community,low,late,east,1
p_003084,rereading,lab,undergraduate,low,late,east,1
p_003085,retrieval_practice,lab,community,low,early,west,1
p_003086,rereading,lab,community,high,late,west,0
p_003087,rereading,lab,undergraduate,low,late,east,1
p_003088,rereading,remote,community,high,early,east,0
p_003089,retrieval_practice,lab,community,high,early,west,0
p_003090,rereading,lab,undergraduate,high,early,east,0
p_003091,retrieval_practice,remote,community,low,late,east,1
p_003092,rereading,lab,community,high,late,east,0
p_003093,rereading,remote,undergraduate,high,early,west,0
p_003094,rereading,lab,undergraduate,low,early,east,0
p_003095,retrieval_practice,lab,undergraduate,high,early,west,0
p_003096,rereading,lab,undergraduate,high,late,east,0
p_003097,rereading,lab,community,low,early,west,0
p_003098,retrieval_practice,lab,undergraduate,low,late,east,1
p_003099,retrieval_practice,lab,community,high,early,west,1
p_003100,rereading,remote,community,high,early,west,0
p_003101,rereading,remote,community,low,late,east,0
p_003102,rereading,lab,community,low,late,west,0
p_003103,rereading,remote,undergraduate,high,late,west,1
p_003104,rereading,remote,community,high,early,east,0
p_003105,rereading,lab,undergraduate,high,early,east,1
p_003106,retrieval_practice,lab,community,high,early,west,1
p_003107,retrieval_practice,remote,undergraduate,low,late,west,1
p_003108,rereading,lab,undergraduate,high,late,west,1
p_003109,retrieval_practice,remote,undergraduate,high,early,west,1
p_003110,rereading,remote,undergraduate,low,late,west,1
p_003111,retrieval_practice,lab,undergraduate,low,early,west,1
p_003112,retrieval_practice,remote,undergraduate,high,late,east,0
p_003113,retrieval_practice,remote,community,low,late,west,1
p_003114,rereading,remote,community,low,late,west,0
p_003115,rereading,lab,undergraduate,low,late,east,1
p_003116,rereading,lab,undergraduate,low,early,west,1
p_003117,retrieval_practice,remote,community,low,late,west,0
p_003118,rereading,lab,community,high,late,east,1
p_003119,retrieval_practice,lab,undergraduate,low,late,east,1
p_003120,retrieval_practice,lab,undergraduate,high,early,east,0
p_003121,rereading,remote,community,low,late,east,1
p_003122,retrieval_practice,remote,undergraduate,low,early,east,1
p_003123,rereading,remote,undergraduate,high,early,west,1
p_003124,rereading,lab,community,low,early,west,1
p_003125,rereading,lab,undergraduate,high,late,east,0
p_003126,retrieval_practice,lab,community,high,early,west,1
p_003127,retrieval_practice,remote,community,high,early,west,0
p_003128,rereading,lab,undergraduate,high,late,east,0
p_003129,retrieval_practice,remote,community,high,early,east,0
p_003130,rereading,remote,undergraduate,low,early,east,0
p_003131,rereading,remote,community,low,early,east,0
p_003132,retrieval_practice,remote,undergraduate,low,early,west,0
p_003133,retrieval_practice,remote,community,high,late,east,1
p_003134,rereading,lab,undergraduate,low,early,east,0
p_003135,rereading,lab,undergraduate,low,early,west,1
p_003136,retrieval_practice,lab,undergraduate,low,early,east,0
p_003137,rereading,lab,undergraduate,low,early,east,0
p_003138,rereading,remote,community,high,early,east,0
p_003139,rereading,lab,undergraduate,high,early,east,0
p_003140,rereading,lab,community,high,early,east,1
p_003141,retrieval_practice,lab,community,low,early,west,1
p_003142,rereading,remote,undergraduate,high,late,west,1
p_003143,retrieval_practice,lab,community,high,early,west,1
p_003144,retrieval_practice,lab,community,low,early,west,1
p_003145,rereading,lab,undergraduate,high,late,east,1
p_003146,rereading,lab,community,high,late,east,1
p_003147,retrieval_practice,lab,undergraduate,high,late,east,1
p_003148,retrieval_practice,remote,community,high,late,west,0
p_003149,retrieval_practice,lab,community,low,early,west,0
p_003150,retrieval_practice,lab,undergraduate,high,late,east,1
p_003151,retrieval_practice,lab,undergraduate,low,early,east,1
p_003152,retrieval_practice,remote,undergraduate,low,early,east,1
p_003153,retrieval_practice,lab,undergraduate,low,late,west,0
p_003154,rereading,remote,undergraduate,high,late,east,0
p_003155,rereading,remote,undergraduate,low,early,east,1
p_003156,retrieval_practice,lab,undergraduate,high,late,west,0
p_003157,retrieval_practice,remote,undergraduate,low,late,west,0
p_003158,retrieval_practice,lab,undergraduate,low,early,east,1
p_003159,retrieval_practice,lab,undergraduate,high,late,east,0
p_003160,retrieval_practice,remote,undergraduate,high,late,west,1
p_003161,rereading,lab,undergraduate,low,late,west,1
p_003162,retrieval_practice,lab,community,low,late,west,1
p_003163,rereading,remote,undergraduate,high,early,west,1
p_003164,rereading,remote,community,low,early,west,0
p_003165,rereading,lab,community,low,early,east,1
p_003166,retrieval_practice,remote,community,low,early,east,1
p_003167,rereading,lab,undergraduate,low,late,east,1
p_003168,retrieval_practice,lab,community,low,early,east,0
p_003169,rereading,lab,undergraduate,low,late,east,1
p_003170,rereading,remote,undergraduate,high,late,west,0
p_003171,rereading,lab,undergraduate,low,early,west,0
p_003172,rereading,lab,undergraduate,high,early,east,0
p_003173,rereading,lab,community,high,early,west,1
p_003174,rereading,remote,undergraduate,high,early,west,1
p_003175,retrieval_practice,lab,undergraduate,low,early,east,0
p_003176,retrieval_practice,lab,community,low,early,east,1
p_003177,retrieval_practice,lab,community,high,late,west,0
p_003178,retrieval_practice,lab,community,high,early,west,0
p_003179,retrieval_practice,lab,community,high,late,east,1
p_003180,retrieval_practice,lab,undergraduate,high,late,west,0
p_003181,rereading,lab,undergraduate,low,late,west,1
p_003182,rereading,remote,community,low,late,east,1
p_003183,retrieval_practice,lab,community,low,early,east,0
p_003184,rereading,remote,community,low,early,west,1
p_003185,retrieval_practice,lab,undergraduate,low,early,west,1
p_003186,retrieval_practice,remote,community,low,early,east,1
p_003187,rereading,lab,undergraduate,low,late,east,1
p_003188,rereading,lab,community,high,late,east,1
p_003189,rereading,remote,undergraduate,high,early,west,1
p_003190,retrieval_practice,lab,community,low,early,west,0
p_003191,retrieval_practice,lab,undergraduate,low,late,east,0
p_003192,retrieval_practice,lab,community,high,late,west,0
p_003193,retrieval_practice,remote,undergraduate,high,late,east,1
p_003194,retrieval_practice,lab,undergraduate,low,early,east,0
p_003195,retrieval_practice,lab,community,low,early,west,0
p_003196,retrieval_practice,remote,community,high,early,west,1
p_003197,rereading,lab,community,high,early,east,1
p_003198,retrieval_practice,lab,community,low,early,east,0
p_003199,retrieval_practice,lab,undergraduate,low,early,east,0
p_003200,rereading,lab,community,high,early,west,0
p_003201,rereading,lab,community,low,late,west,0
p_003202,rereading,remote,community,high,late,east,0
p_003203,rereading,lab,undergraduate,high,early,west,1
p_003204,retrieval_practice,remote,undergraduate,high,late,east,1
p_003205,rereading,lab,undergraduate,low,early,east,0
p_003206,retrieval_practice,lab,community,low,early,west,1
p_003207,rereading,lab,community,high,late,east,1
p_003208,retrieval_practice,lab,community,low,early,west,1
p_003209,rereading,lab,undergraduate,high,early,east,0
p_003210,retrieval_practice,lab,undergraduate,low,late,east,0
p_003211,rereading,remote,undergraduate,high,early,west,0
p_003212,retrieval_practice,remote,undergraduate,low,late,east,1
p_003213,rereading,lab,community,low,late,east,1
p_003214,rereading,remote,community,high,late,east,0
p_003215,retrieval_practice,remote,undergraduate,high,early,west,0
p_003216,retrieval_practice,lab,community,high,late,west,1
p_003217,retrieval_practice,remote,community,low,late,east,1
p_003218,rereading,remote,undergraduate,low,early,east,1
p_003219,rereading,remote,undergraduate,low,early,west,0
p_003220,rereading,lab,undergraduate,low,early,west,1
p_003221,retrieval_practice,lab,community,low,late,east,1
p_003222,rereading,remote,undergraduate,high,early,west,1
p_003223,retrieval_practice,lab,community,low,early,east,1
p_003224,rereading,remote,community,low,early,east,1
p_003225,rereading,remote,community,high,early,east,0
p_003226,retrieval_practice,lab,community,high,early,west,0
p_003227,rereading,remote,community,high,early,west,1
p_003228,retrieval_practice,remote,community,high,early,east,0
p_003229,rereading,lab,undergraduate,high,early,east,0
p_003230,retrieval_practice,remote,undergraduate,low,early,west,0
p_003231,rereading,remote,community,high,early,west,0
p_003232,rereading,remote,community,high,late,west,0
p_003233,retrieval_practice,lab,undergraduate,high,late,west,1
p_003234,retrieval_practice,lab,undergraduate,low,late,east,1
p_003235,retrieval_practice,remote,community,low,early,west,0
p_003236,rereading,lab,community,low,early,east,1
p_003237,retrieval_practice,remote,community,low,late,east,1
p_003238,retrieval_practice,lab,community,low,early,west,1
p_003239,rereading,lab,undergraduate,high,early,west,0
p_003240,rereading,remote,undergraduate,high,early,east,1
p_003241,rereading,lab,undergraduate,low,late,east,0
p_003242,rereading,remote,community,low,early,east,1
p_003243,retrieval_practice,lab,undergraduate,low,early,east,0
p_003244,retrieval_practice,lab,undergraduate,high,late,east,0
p_003245,rereading,lab,undergraduate,high,early,east,0
p_003246,retrieval_practice,lab,undergraduate,high,late,east,1
p_003247,retrieval_practice,lab,undergraduate,low,late,west,1
p_003248,rereading,remote,undergraduate,high,early,west,1
p_003249,rereading,lab,undergraduate,low,late,east,1
p_003250,rereading,lab,community,high,late,west,0
p_003251,retrieval_practice,lab,undergraduate,high,early,west,1
p_003252,rereading,remote,undergraduate,high,early,west,0
p_003253,retrieval_practice,remote,community,low,late,west,0
p_003254,retrieval_practice,lab,undergraduate,low,early,west,0
p_003255,retrieval_practice,remote,undergraduate,high,early,east,1
p_003256,retrieval_practice,remote,community,low,late,west,0
p_003257,rereading,remote,undergraduate,low,late,west,1
p_003258,rereading,remote,community,low,late,west,0
p_003259,rereading,remote,community,low,late,east,0
p_003260,retrieval_practice,lab,undergraduate,low,late,west,0
p_003261,retrieval_practice,lab,community,high,late,west,1
p_003262,rereading,lab,community,low,early,east,1
p_003263,retrieval_practice,lab,community,high,late,west,1
p_003264,retrieval_practice,lab,community,low,early,east,0
p_003265,rereading,remote,undergraduate,low,early,west,1
p_003266,retrieval_practice,remote,community,high,late,east,1
p_003267,retrieval_practice,lab,undergraduate,low,late,west,1
p_003268,rereading,lab,community,high,early,west,0
p_003269,rereading,lab,community,high,early,west,0
p_003270,retrieval_practice,lab,undergraduate,low,early,west,1
p_003271,retrieval_practice,lab,undergraduate,low,late,east,0
p_003272,retrieval_practice,lab,community,high,late,east,0
p_003273,rereading,lab,community,high,late,east,1
p_003274,rereading,remote,undergraduate,high,early,west,0
p_003275,retrieval_practice,remote,undergraduate,low,early,west,1
p_003276,retrieval_practice,remote,undergraduate,low,early,east,0
p_003277,rereading,remote,community,low,late,west,0
p_003278,retrieval_practice,lab,undergraduate,high,late,east,1
p_003279,retrieval_practice,remote,community,high,early,east,1
p_003280,retrieval_practice,remote,community,low,late,west,1
p_003281,retrieval_practice,remote,undergraduate,low,early,east,0
p_003282,rereading,lab,undergraduate,high,early,west,1
p_003283,rereading,lab,community,high,early,east,0
p_003284,rereading,lab,undergraduate,high,late,east,0
p_003285,rereading,lab,undergraduate,high,late,west,0
p_003286,retrieval_practice,remote,undergraduate,high,late,east,1
p_003287,retrieval_practice,lab,undergraduate,low,early,west,1
p_003288,retrieval_practice,remote,undergraduate,low,late,east,0
p_003289,retrieval_practice,lab,community,high,late,east,1
p_003290,retrieval_practice,remote,community,low,early,west,0
p_003291,retrieval_practice,remote,community,low,early,east,0
p_003292,rereading,remote,undergraduate,high,early,west,0
p_003293,rereading,lab,undergraduate,low,late,east,0
p_003294,retrieval_practice,lab,community,high,late,west,1
